,silhouette,calinski_harabasz,davies_bouldin,f1_macro,ari,nmi,fms,n_clusters_found
KMeans,0.22423319518566132,119.55768585205078,0.6214491812543381,0.0008972150445018662,0.012643885349126978,0.5766785299165953,0.053031438671070116,774.0
MiniBatchKMeans,-0.06895636022090912,16.73798370361328,1.664814701606148,0.0022302202534760676,0.019873936952208054,0.6422544298554523,0.05827776230686704,743.0
AgglomerativeClustering,0.3004162907600403,127.66677856445312,0.6648805869038147,0.00012700776803401846,0.010814966050632526,0.5985649030324732,0.06562955669593311,774.0
MeanShift,0.5493752956390381,81.9588623046875,0.3340579382336756,0.00031925785720377447,0.0038333070590699987,0.42806442584930327,0.07610612796278847,478.0
OPTICS,-0.353510320186615,20.463104248046875,1.072110080764966,0.0,-0.00046270903583463295,0.19598868793876162,0.0718193714852243,75.0
